Age,Gender,Weight(kg),Height(m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration(hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake(liters),Workout_Frequency(days/week),Experience_Level,BMI
49,,88.6,2.0,162,127,56,,1150.0,Cardio,14.9,3.5,4,3,22.15
38,Female,49.7,1.51,179,145,65,1.25,906.0,HIIT,32.6,2.5,3,1,21.8
33,Female,56.4,1.54,165,155,63,1.06,822.0,Strength,29.2,1.5,3,1,23.78
38,,46.9,1.74,198,167,64,1.03,946.0,Strength,20.0,2.6,4,2,15.49
28,Female,71.3,1.67,192,140,63,1.46,1022.0,Strength,28.1,1.5,4,2,25.57
54,,71.6,,160,147,70,1.14,830.0,Yoga,25.3,2.2,3,2,20.7
53,,82.3,1.61,196,123,60,,1139.0,Strength,11.6,3.5,5,3,31.75
52,Female,70.6,1.69,165,135,65,1.36,826.0,HIIT,26.1,2.2,3,1,24.72
36,,109.8,1.62,193,141,68,0.84,651.0,HIIT,24.4,3.5,3,1,41.84
37,Female,73.5,1.69,174,131,66,0.54,354.0,Cardio,27.5,1.6,2,1,25.73
35,,85.6,,185,135,55,1.78,1322.0,Strength,14.5,3.5,5,3,25.01
58,Female,74.6,1.68,173,159,60,1.03,737.0,Yoga,26.0,2.0,4,2,26.43
31,Female,63.2,1.8,166,157,66,0.59,463.0,Cardio,25.5,2.6,2,1,19.51
32,Female,62.6,1.63,190,161,58,1.67,1344.0,HIIT,15.0,2.7,5,3,23.56
48,,87.1,1.76,183,156,67,,1398.0,Strength,11.6,3.5,5,3,28.12
18,,82.3,,190,148,66,1.73,1408.0,HIIT,13.3,3.5,5,3,24.31
20,Female,64.3,1.78,188,137,61,1.71,1171.0,Cardio,18.7,2.7,4,3,20.29
33,Female,53.7,1.66,191,129,72,1.25,806.0,HIIT,29.5,2.5,3,1,19.49
40,,63.0,2.0,176,161,71,1.42,1257.0,Strength,26.8,2.9,4,2,15.75
28,,128.4,,173,158,71,1.06,921.0,Strength,23.6,3.3,4,2,37.11
29,,88.0,,199,137,54,1.75,1319.0,Cardio,13.3,3.5,5,3,24.64
27,Female,63.7,1.52,195,120,60,1.19,714.0,Strength,25.4,2.1,4,2,27.57
49,,83.7,,183,158,53,1.29,1009.0,HIIT,23.9,2.3,4,2,23.94
33,,102.6,1.75,186,140,53,1.4,1078.0,HIIT,27.9,2.2,3,2,33.5
25,Female,77.7,1.55,184,120,52,0.55,330.0,Yoga,33.0,1.7,2,1,32.34
55,,87.5,,191,134,73,1.19,789.0,Yoga,27.2,2.6,4,2,24.76
29,,87.0,,177,123,72,1.52,1028.0,Yoga,11.0,3.5,4,3,25.15
41,,82.8,1.66,177,139,74,1.97,1355.0,HIIT,11.2,3.5,5,3,30.05
45,Female,65.4,1.68,196,129,66,0.76,441.0,HIIT,35.0,2.6,3,1,23.17
25,Female,47.2,1.71,185,142,56,0.89,632.0,Cardio,26.0,2.5,2,1,16.14
45,Female,58.2,1.7,168,160,53,0.95,684.0,Yoga,26.8,2.0,3,1,20.14
53,Female,73.5,1.55,194,153,72,1.17,806.0,HIIT,26.3,2.1,4,2,30.59
43,Female,55.2,1.73,167,165,62,1.67,1240.0,Cardio,16.6,2.7,5,3,18.44
25,Female,64.4,1.71,179,167,61,1.12,935.0,HIIT,27.1,1.8,3,1,22.02
45,Female,73.5,1.74,181,152,50,1.18,807.0,Cardio,30.0,2.3,4,2,24.28
45,,89.6,,178,153,70,1.7,1287.0,Yoga,12.4,3.5,5,3,27.35
54,,86.5,1.76,189,158,68,1.48,1158.0,Yoga,29.0,3.4,3,2,27.92
58,Female,46.1,1.67,187,129,70,1.28,743.0,Yoga,25.3,1.8,4,2,16.53
53,,68.5,1.97,194,139,69,1.3,894.0,HIIT,23.2,2.1,3,2,17.65
44,,94.6,,170,120,67,1.26,748.0,HIIT,26.0,3.1,4,2,27.94
34,Female,54.2,1.52,190,132,60,1.13,746.0,Cardio,31.0,2.2,3,1,23.46
26,,47.7,1.77,198,120,69,1.15,759.0,Strength,24.8,2.7,3,2,15.23
50,,52.2,,195,124,52,1.38,847.0,Strength,28.2,3.1,4,2,15.42
37,,88.8,1.95,189,135,66,1.58,1173.0,Yoga,10.3,3.5,5,3,23.35
30,,101.0,1.68,182,134,61,1.46,1076.0,Strength,28.2,2.9,4,2,35.79
45,,118.4,1.95,178,168,59,1.06,881.0,Yoga,24.9,2.4,3,2,31.14
46,Female,47.9,1.72,171,147,57,1.41,933.0,Cardio,26.3,2.0,3,1,16.19
30,Female,51.5,1.74,174,150,64,1.08,810.0,Strength,33.9,2.0,3,2,17.01
52,Female,79.9,1.51,190,142,54,0.75,479.0,Strength,31.5,2.6,3,1,35.04
23,,121.3,,196,167,53,0.72,661.0,Yoga,21.6,3.6,2,1,35.44
35,Female,78.9,1.64,196,164,70,1.28,1050.0,Cardio,25.3,2.6,4,2,29.34
22,,88.5,1.62,174,162,69,,1675.0,Strength,10.7,3.5,5,3,33.72
42,,73.5,1.63,188,136,68,0.52,350.0,Strength,26.1,3.2,3,1,27.66
19,,127.9,1.93,185,168,70,1.27,1173.0,Strength,21.8,3.0,4,2,34.34
27,,88.5,1.98,161,153,53,1.8,1515.0,Cardio,11.1,3.5,4,3,22.57
47,Female,43.4,1.62,179,132,64,0.51,303.0,Cardio,25.3,2.3,3,1,16.54
22,Female,42.8,1.56,174,133,66,1.47,978.0,Strength,32.2,2.6,3,2,17.59
50,,64.5,1.79,163,130,61,1.17,753.0,Yoga,28.1,2.4,4,2,20.13
18,Female,50.7,1.53,181,147,52,1.29,948.0,Yoga,33.0,2.1,3,2,21.66
35,,59.2,1.66,197,161,59,1.3,1151.0,Strength,21.3,3.2,3,1,21.48
49,Female,78.9,1.73,182,151,64,1.38,938.0,Cardio,34.0,2.3,2,1,26.36
28,Female,78.7,1.63,185,154,59,1.1,847.0,Strength,31.7,1.8,3,2,29.62
38,,68.7,1.92,170,150,73,1.31,1081.0,Cardio,29.0,3.0,4,2,18.64
43,Female,53.1,1.59,187,136,72,0.82,502.0,Strength,29.5,2.5,2,1,21.0
42,,64.8,1.65,161,166,67,1.1,904.0,Cardio,24.4,2.8,3,2,23.8
39,Female,50.3,1.61,167,128,50,1.17,749.0,HIIT,32.8,2.5,2,1,19.41
44,,102.3,1.63,188,129,52,1.34,856.0,Yoga,20.9,2.6,4,2,38.5
30,,62.9,1.92,170,127,70,1.13,789.0,HIIT,25.2,3.6,2,1,17.06
50,Female,56.5,1.6,196,140,61,,1184.0,Yoga,19.2,2.7,5,3,22.07
51,Female,74.6,1.55,177,132,50,0.71,422.0,Cardio,33.3,2.1,2,1,31.05
58,,52.0,1.79,173,169,52,1.12,937.0,HIIT,29.6,3.0,3,1,16.23
52,Female,52.1,1.67,169,124,52,1.5,837.0,Yoga,32.0,1.5,2,1,18.68
18,Female,72.2,1.54,194,125,54,0.97,606.0,Strength,27.1,1.7,2,1,30.44
38,,85.8,1.8,168,149,68,1.72,1410.0,Cardio,10.1,3.5,4,3,26.48
23,,81.4,,194,150,74,1.6,1320.0,Cardio,12.4,3.5,4,3,23.78
45,Female,50.9,1.65,170,136,50,1.45,887.0,Strength,30.1,2.3,2,1,18.7
34,,52.0,1.78,171,130,53,1.38,987.0,Strength,22.4,2.7,4,2,16.41
22,,71.0,1.93,162,139,53,1.42,1086.0,Yoga,21.2,2.9,4,2,19.06
48,,80.6,1.77,198,167,66,1.51,1248.0,Cardio,12.9,3.5,4,3,25.73
22,Female,58.3,1.72,173,128,63,1.0,640.0,Yoga,32.6,1.6,3,2,19.71
55,Female,63.0,1.7,187,121,67,1.32,719.0,Strength,34.9,2.5,3,1,21.8
20,,111.0,1.94,170,156,50,1.02,875.0,Cardio,27.6,3.3,4,2,29.49
40,Female,52.6,1.66,198,120,71,1.27,762.0,Strength,32.9,1.7,3,2,19.09
54,,116.4,2.0,184,123,65,1.13,688.0,Yoga,26.2,3.1,3,1,29.1
54,Female,75.6,1.61,180,155,52,1.41,983.0,Yoga,34.9,2.5,4,2,29.17
27,,61.6,1.8,169,144,72,1.48,1172.0,Yoga,26.4,3.1,2,1,19.01
27,,108.0,1.8,174,122,70,1.38,926.0,Cardio,28.6,2.5,4,2,33.33
36,Female,59.3,1.75,178,128,58,0.99,634.0,Strength,34.5,2.3,3,1,19.36
34,,75.7,1.94,181,141,72,1.18,915.0,Strength,29.3,2.4,4,2,20.11
38,Female,56.3,1.6,180,142,53,1.21,859.0,Yoga,28.8,1.9,4,2,21.99
31,Female,58.2,1.73,191,131,70,1.17,766.0,Yoga,25.8,1.8,3,2,19.45
26,,55.7,1.68,182,129,54,1.13,802.0,Yoga,21.7,2.9,3,1,19.73
18,,125.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,3,2,45.14
30,Female,62.7,1.67,164,162,70,1.02,826.0,HIIT,26.1,2.6,4,2,22.48
21,,86.6,,163,129,58,1.37,972.0,HIIT,21.8,2.6,3,2,25.03
18,,64.5,,187,149,52,1.2,983.0,HIIT,23.4,2.4,3,2,19.47
57,,76.6,,173,141,55,1.14,796.0,Yoga,25.4,2.8,4,2,22.14
49,,81.4,,167,125,73,1.98,1225.0,Yoga,13.6,3.5,5,3,24.31
51,,60.7,1.71,168,169,60,1.14,954.0,Strength,22.1,2.5,2,1,20.76
45,Female,57.2,1.55,194,121,58,1.67,909.0,Cardio,18.4,2.7,5,3,23.81
48,Female,73.0,1.59,196,149,64,1.19,798.0,Strength,32.0,2.1,3,2,28.88
25,,123.8,1.99,180,121,72,1.13,752.0,HIIT,25.6,2.6,3,1,31.26
56,,93.6,1.66,177,151,52,1.37,1024.0,Strength,29.0,2.2,2,1,33.97
43,,76.8,1.92,192,161,50,1.24,988.0,Yoga,21.1,2.5,3,1,20.83
51,Female,54.7,1.53,167,135,69,1.11,674.0,HIIT,26.8,2.0,4,2,23.37
20,,92.3,1.94,176,131,71,1.14,821.0,HIIT,24.3,2.1,3,2,24.52
29,Female,71.8,1.55,190,120,68,1.2,720.0,Cardio,26.3,2.4,4,2,29.89
18,Female,66.9,1.57,193,127,63,1.07,679.0,Cardio,30.7,2.2,3,2,27.14
22,Female,48.7,1.76,165,167,66,1.37,1144.0,HIIT,29.0,2.2,4,2,15.72
47,,66.2,1.71,181,169,71,1.42,1188.0,HIIT,22.8,2.9,3,1,22.64
47,Female,40.0,1.76,173,132,63,0.8,475.0,Strength,26.7,2.2,3,1,12.91
34,,112.4,,162,134,66,1.18,870.0,HIIT,23.4,3.6,4,2,32.84
40,Female,70.0,1.55,171,163,74,0.85,693.0,Yoga,31.1,1.5,3,1,29.14
32,,84.0,1.74,195,127,63,1.45,1013.0,Strength,25.8,2.1,3,1,27.74
54,Female,43.8,1.65,171,129,61,1.29,749.0,Yoga,26.6,1.7,4,2,16.09
38,,123.3,1.62,161,165,65,1.34,1216.0,Yoga,21.2,2.3,4,2,46.98
31,Female,57.9,1.56,161,124,50,1.8,1116.0,Yoga,15.1,2.7,5,3,23.79
19,,82.4,1.96,174,169,62,1.9,1766.0,HIIT,10.1,3.5,5,3,21.45
28,,84.8,1.79,182,138,55,1.35,1025.0,Cardio,28.8,2.3,4,2,26.47
56,,109.6,1.66,188,166,66,1.29,1060.0,Cardio,20.5,3.1,3,2,39.77
55,,86.4,1.77,176,157,61,1.0,777.0,Yoga,27.3,2.8,3,2,27.58
51,Female,63.9,1.8,191,130,72,1.07,626.0,HIIT,33.7,2.7,4,2,19.72
55,Female,70.8,1.62,166,162,68,0.54,394.0,Strength,26.0,1.8,3,1,26.98
51,,115.3,1.67,189,139,55,1.38,950.0,Yoga,24.4,2.5,3,2,41.34
35,Female,55.3,1.56,187,139,56,1.71,1188.0,Strength,19.8,2.7,5,3,22.72
47,,73.9,1.8,173,140,50,1.36,942.0,Strength,28.3,3.7,3,1,22.81
32,,97.3,1.96,189,137,50,1.36,1025.0,HIIT,24.9,3.4,3,2,25.33
44,Female,60.4,1.65,176,169,54,1.27,966.0,HIIT,32.6,2.1,4,2,22.19
51,,49.3,1.61,191,129,55,1.36,868.0,Cardio,28.3,2.9,2,1,19.02
55,,91.8,1.78,165,153,65,1.44,1091.0,Cardio,23.5,3.4,3,1,28.97
50,Female,73.6,1.55,183,145,74,0.89,581.0,HIIT,33.9,2.1,3,1,30.63
41,,47.1,1.78,165,149,65,1.26,929.0,Yoga,24.7,2.4,3,1,14.87
32,,65.2,1.62,186,128,63,0.58,408.0,Cardio,25.3,3.4,2,1,24.84
47,,87.2,1.64,177,165,50,2.0,1634.0,Strength,15.0,3.5,4,3,32.42
59,,96.7,1.71,183,150,62,0.57,423.0,Yoga,28.4,2.9,3,1,33.07
34,Female,46.9,1.61,196,161,69,1.02,821.0,Strength,28.6,1.7,3,2,18.09
22,Female,72.1,1.62,183,123,59,1.38,849.0,HIIT,25.1,2.1,3,1,27.47
46,Female,62.5,1.54,197,125,73,1.61,906.0,Strength,18.1,2.7,4,3,26.35
21,,110.7,1.69,193,133,59,1.06,775.0,Yoga,27.0,2.7,3,1,38.76
27,,102.6,,199,123,58,1.41,954.0,HIIT,26.5,3.5,3,2,30.64
34,Female,64.3,1.62,174,145,62,1.76,1276.0,Yoga,19.8,2.7,5,3,24.5
27,,80.7,1.61,170,166,52,1.75,1598.0,Strength,14.3,3.5,4,3,31.13
34,,115.3,,181,167,67,1.36,1249.0,Yoga,24.5,2.2,2,1,35.19
37,,87.8,1.69,183,158,69,,1573.0,HIIT,10.3,3.5,5,3,30.74
41,,74.3,1.61,160,136,51,1.06,714.0,Strength,24.8,3.5,4,2,28.66
22,Female,78.5,1.7,177,138,66,1.36,938.0,Strength,31.9,2.1,4,2,27.16
51,Female,77.3,1.58,171,168,68,0.97,733.0,Cardio,31.1,2.0,2,1,30.96
23,Female,64.5,1.7,187,125,72,0.51,319.0,Cardio,30.4,1.7,2,1,22.32
19,,72.0,1.94,199,148,62,1.17,952.0,Yoga,24.7,3.2,3,2,19.13
30,Female,77.9,1.77,166,130,62,1.41,916.0,Cardio,27.9,2.6,4,2,24.87
28,Female,69.6,1.58,182,135,50,1.49,1006.0,Cardio,27.8,2.0,3,2,27.88
40,,68.9,1.99,180,149,51,1.16,951.0,Cardio,25.0,2.4,4,2,17.4
33,,45.9,,193,144,50,1.45,1148.0,Cardio,21.6,2.9,3,2,12.85
48,Female,68.2,1.69,170,159,73,0.75,537.0,HIIT,28.4,2.5,3,1,23.88
28,Female,79.6,1.59,181,130,54,1.49,968.0,HIIT,28.2,1.5,3,2,31.49
33,Female,53.6,1.52,194,126,73,1.02,643.0,Cardio,30.9,2.3,2,1,23.2
25,Female,57.7,1.58,188,145,52,1.36,986.0,Yoga,25.7,2.2,3,2,23.11
21,,74.2,1.93,187,141,56,1.32,1024.0,HIIT,28.3,2.5,3,2,19.92
57,Female,64.4,1.56,177,144,73,1.52,985.0,Cardio,17.8,2.7,5,3,26.46
21,Female,54.9,1.78,173,138,71,0.55,380.0,HIIT,31.7,2.0,2,1,17.33
42,,50.3,1.64,177,150,62,0.63,468.0,Strength,27.0,2.4,3,1,18.7
20,Female,46.5,1.68,187,145,72,0.91,660.0,HIIT,27.9,2.4,2,1,16.48
49,,57.8,1.99,183,161,67,0.93,741.0,HIIT,24.7,3.1,3,1,14.6
20,,83.0,1.8,167,160,73,0.79,695.0,Yoga,29.6,2.9,2,1,25.62
44,,82.5,1.79,167,155,70,1.51,1159.0,HIIT,13.8,3.5,5,3,25.75
46,Female,66.5,1.73,163,142,56,1.11,709.0,Yoga,34.7,2.0,3,1,22.22
49,Female,70.2,1.67,186,166,50,0.93,695.0,Strength,32.5,1.8,3,1,25.17
36,,121.9,1.93,195,132,54,1.49,1082.0,Cardio,21.8,3.4,3,2,32.73
38,Female,70.3,1.52,164,144,66,1.19,857.0,Yoga,25.6,2.0,4,2,30.43
22,Female,40.3,1.56,192,121,57,1.45,877.0,HIIT,30.8,2.1,4,2,16.56
35,,101.4,1.76,193,121,64,0.84,559.0,HIIT,23.6,2.9,2,1,32.74
45,,79.2,1.95,189,135,69,1.47,982.0,Yoga,22.8,2.8,3,2,20.83
59,Female,75.8,1.77,167,128,53,1.46,841.0,Strength,33.1,1.8,3,1,24.19
39,,71.7,,198,147,51,0.55,445.0,Cardio,23.7,2.2,2,1,20.29
38,Female,57.7,1.56,185,132,54,1.64,1082.0,HIIT,16.6,2.7,5,3,23.71
23,Female,47.4,1.6,196,154,50,0.76,585.0,Strength,33.5,1.6,3,1,18.52
18,Female,57.2,1.75,193,160,74,1.29,1032.0,Cardio,33.5,2.4,3,2,18.68
22,Female,44.8,1.72,166,132,54,1.48,977.0,Cardio,28.6,1.8,4,2,15.14
58,,90.2,1.72,199,150,55,0.9,668.0,HIIT,28.3,2.1,2,1,30.49
29,,84.9,1.72,187,140,51,1.79,1378.0,Yoga,14.3,3.5,4,3,28.7
43,,95.7,1.77,198,151,50,1.08,807.0,HIIT,24.2,3.4,3,1,30.55
51,,59.0,1.65,198,153,53,1.22,924.0,HIIT,20.7,2.3,3,2,21.67
31,Female,60.5,1.77,187,127,56,1.72,1092.0,HIIT,15.0,2.7,4,3,19.31
43,Female,53.8,1.72,173,160,71,1.03,742.0,Strength,30.2,2.3,4,2,18.19
44,,86.6,1.97,197,167,50,1.66,1372.0,Yoga,11.7,3.5,5,3,22.31
26,Female,72.8,1.67,163,121,50,1.37,829.0,Strength,35.0,1.9,2,1,26.1
43,Female,66.3,1.77,177,157,57,1.48,1046.0,HIIT,32.7,1.7,4,2,21.16
39,Female,56.0,1.6,184,151,69,0.89,672.0,Yoga,32.6,2.0,2,1,21.87
47,,45.9,1.93,166,159,65,1.29,1015.0,Cardio,29.6,2.0,3,2,12.32
34,,88.0,1.64,197,147,70,1.9,1536.0,Yoga,14.4,3.5,4,3,32.72
43,,94.0,1.79,187,156,62,1.31,1012.0,HIIT,23.2,3.4,2,1,29.34
53,Female,44.7,1.79,164,160,72,1.34,965.0,Yoga,26.7,2.1,3,2,13.95
18,,63.2,1.63,162,120,73,0.66,436.0,Cardio,27.5,2.2,3,1,23.79
25,,95.6,1.9,190,160,72,1.47,1294.0,Cardio,23.8,2.4,4,2,26.48
52,,47.8,,179,129,67,1.01,645.0,Yoga,24.7,2.8,3,2,13.82
32,,85.3,1.64,178,123,69,1.77,1197.0,Cardio,13.2,3.5,4,3,31.71
39,,59.7,,170,154,59,1.35,1143.0,Strength,29.1,2.3,4,2,17.83
31,,70.2,1.98,199,129,61,0.71,504.0,Yoga,24.2,2.5,2,1,17.91
43,Female,72.7,1.8,162,166,50,0.79,590.0,Cardio,32.8,2.1,3,1,22.44
45,Female,50.4,1.79,182,130,59,0.74,433.0,Cardio,27.7,2.5,2,1,15.73
40,,81.7,1.74,166,133,58,0.91,666.0,Yoga,27.0,2.7,2,1,26.99
31,,49.3,1.62,182,157,52,0.56,484.0,Strength,20.0,3.2,2,1,18.79
41,Female,61.9,1.64,166,131,68,1.93,1138.0,Yoga,19.4,2.7,4,3,23.01
19,Female,49.1,1.68,193,164,58,1.42,1164.0,Cardio,25.3,2.6,4,2,17.4
43,,66.5,,178,136,59,1.11,747.0,Yoga,27.1,2.4,3,2,19.86
31,,75.5,1.93,168,135,68,0.6,446.0,Cardio,20.5,3.4,2,1,20.27
24,,88.2,1.79,177,154,65,1.76,1491.0,HIIT,11.3,3.5,4,3,27.53
20,,74.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3,2,24.42
40,Female,72.2,1.6,173,130,67,0.87,566.0,Yoga,29.2,1.9,3,1,28.2
35,,62.8,1.63,184,160,63,1.41,1241.0,Cardio,21.9,3.7,4,2,23.64
55,,84.7,1.79,178,122,52,1.19,719.0,Cardio,23.3,2.4,3,2,26.43
52,,116.5,1.69,198,148,51,0.53,388.0,Cardio,27.3,2.4,2,1,40.79
32,,77.4,1.92,174,137,50,1.39,1047.0,Cardio,26.7,3.3,3,2,21.0
42,Female,72.9,1.62,175,139,67,1.17,732.0,Yoga,25.7,2.0,4,2,27.78
54,Female,58.4,1.59,186,166,73,1.08,807.0,Cardio,32.5,1.9,2,1,23.1
45,Female,64.3,1.54,199,133,58,1.67,999.0,Yoga,15.3,2.7,4,3,27.11
27,,89.3,,169,153,62,1.62,1363.0,Strength,12.7,3.5,5,3,25.54
56,,90.2,1.61,163,168,51,1.38,1148.0,Yoga,22.6,2.3,3,2,34.8
34,Female,59.0,1.62,178,150,56,1.13,847.0,Cardio,30.9,2.4,4,2,22.48
56,,58.7,,187,159,65,1.09,858.0,Cardio,22.6,3.3,3,2,16.97
39,,127.5,,180,161,70,1.26,1116.0,Strength,29.8,3.0,3,2,38.49
43,Female,68.6,1.52,173,137,68,1.42,875.0,Yoga,28.1,2.6,4,2,29.69
42,Female,56.7,1.53,192,149,74,1.07,717.0,Strength,27.4,1.9,3,1,24.22
34,Female,64.5,1.78,169,144,64,1.33,958.0,Yoga,27.8,1.8,4,2,20.36
30,Female,61.6,1.52,178,138,71,1.78,1228.0,Cardio,19.5,2.7,4,3,26.66
37,,75.1,,189,127,60,1.23,859.0,Yoga,26.4,3.2,4,2,22.67
42,,79.3,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,2,1,21.29
21,Female,72.6,1.68,162,127,70,1.19,756.0,Cardio,34.2,1.8,3,2,25.72
27,,76.7,1.7,196,150,56,0.96,792.0,HIIT,29.1,2.1,3,1,26.54
20,Female,44.2,1.61,177,122,69,1.08,659.0,HIIT,32.4,2.5,2,1,17.05
58,Female,56.5,1.7,170,122,57,0.74,406.0,Yoga,27.0,2.7,2,1,19.55
35,,100.9,1.63,161,163,59,1.1,986.0,Cardio,28.4,3.1,2,1,37.98
53,Female,55.8,1.55,171,141,54,1.12,711.0,Strength,27.0,1.8,4,2,23.23
39,,58.3,1.93,165,136,58,1.35,1010.0,Cardio,27.4,3.7,4,2,15.65
51,,48.6,1.77,199,155,74,1.47,1128.0,Strength,26.9,3.5,2,1,15.51
25,,81.7,1.95,188,136,74,1.94,1451.0,Yoga,13.8,3.5,4,3,21.49
57,,85.6,1.69,189,133,50,1.76,1159.0,Yoga,12.7,3.5,5,3,29.97
36,Female,60.0,1.72,161,128,51,1.63,1043.0,Strength,18.2,2.7,5,3,20.28
59,,126.4,1.69,168,149,68,1.24,915.0,Strength,29.5,2.9,3,1,44.26
58,Female,75.4,1.78,161,140,63,1.05,662.0,Cardio,26.0,2.5,4,2,23.8
54,Female,64.2,1.69,188,131,69,1.69,996.0,Yoga,16.5,2.7,4,3,22.48
23,Female,65.2,1.62,192,156,59,1.37,1069.0,Cardio,31.1,2.5,3,2,24.84
43,Female,70.1,1.66,169,151,58,0.99,673.0,Strength,34.6,2.6,2,1,25.44
51,,102.6,1.77,193,130,59,1.21,779.0,HIIT,21.0,3.4,2,1,32.75
23,,107.2,1.93,167,139,55,1.15,879.0,HIIT,20.2,3.1,4,2,28.78
54,Female,56.5,1.75,196,154,66,1.76,1220.0,HIIT,15.3,2.7,5,3,18.45
50,Female,61.6,1.75,192,166,74,1.22,911.0,Strength,25.5,2.2,4,2,20.11
39,,81.7,1.75,165,165,55,1.32,1198.0,Cardio,29.1,2.8,4,2,26.68
38,Female,76.6,1.58,199,130,53,0.74,481.0,Yoga,32.2,2.3,2,1,30.68
23,,116.8,1.79,178,127,69,1.0,698.0,Strength,26.8,3.4,4,2,36.45
23,Female,60.1,1.59,191,123,52,1.8,1107.0,HIIT,17.6,2.7,4,3,23.77
21,,93.7,1.73,186,146,72,1.0,803.0,Cardio,27.8,3.6,2,1,31.31
47,Female,41.6,1.58,160,163,68,1.03,756.0,Yoga,26.6,2.1,4,2,16.66
28,Female,55.1,1.79,192,159,67,1.99,1582.0,Yoga,17.0,2.7,5,3,17.2
47,,127.1,1.76,199,157,73,0.71,552.0,Strength,24.9,3.0,2,1,41.03
48,Female,69.1,1.6,191,166,53,1.34,1001.0,Strength,26.1,2.0,4,2,26.99
41,Female,66.8,1.74,164,149,57,1.34,898.0,Yoga,29.2,2.3,3,1,22.06
26,,125.5,1.76,176,163,66,1.15,1031.0,Yoga,23.2,3.1,4,2,40.52
20,Female,71.3,1.58,167,167,54,1.07,893.0,HIIT,25.4,1.5,3,2,28.56
48,,129.2,1.61,193,167,62,1.06,876.0,Yoga,21.4,2.9,4,2,49.84
57,,96.3,,168,146,74,1.1,795.0,Strength,27.6,2.2,3,2,27.84
54,Female,67.5,1.54,182,140,50,0.72,454.0,Cardio,25.2,1.5,3,1,28.46
53,Female,64.4,1.55,194,139,62,1.77,1107.0,HIIT,19.7,2.7,4,3,26.81
41,Female,64.9,1.57,166,123,53,1.04,576.0,HIIT,25.9,2.4,4,2,26.33
48,Female,52.3,1.66,174,130,71,0.74,433.0,Yoga,33.0,1.8,3,1,18.98
23,Female,56.7,1.55,179,132,73,1.38,911.0,Cardio,34.0,1.9,4,2,23.6
19,Female,46.8,1.63,184,128,63,1.35,864.0,HIIT,34.4,1.6,4,2,17.61
37,Female,70.3,1.77,162,123,52,1.01,621.0,Strength,33.7,1.7,2,1,22.44
45,,80.8,1.76,183,131,54,1.7,1102.0,Yoga,11.4,3.5,4,3,26.08
28,Female,56.0,1.5,193,128,56,1.94,1242.0,Strength,16.7,2.7,5,3,24.89
21,,101.2,,181,132,50,1.3,944.0,Yoga,24.3,3.3,2,1,29.89
32,Female,56.6,1.57,170,167,72,1.65,1378.0,HIIT,15.7,2.7,4,3,22.96
23,Female,40.9,1.75,167,145,61,0.82,594.0,Yoga,25.2,2.1,3,1,13.36
47,,127.8,1.65,198,157,60,0.77,598.0,Cardio,28.7,3.5,2,1,46.94
55,Female,49.3,1.76,194,161,73,1.28,927.0,Strength,30.5,2.0,2,1,15.92
19,Female,64.3,1.63,197,132,57,,1234.0,Cardio,18.0,2.7,5,3,24.2
32,,49.3,1.62,167,158,74,1.18,1025.0,Strength,29.3,2.5,3,2,18.79
28,Female,63.0,1.62,196,147,55,0.68,500.0,Strength,31.7,1.9,2,1,24.01
25,Female,41.1,1.67,186,138,71,1.03,711.0,Yoga,31.9,2.4,3,2,14.74
43,Female,40.5,1.74,187,143,51,1.5,965.0,HIIT,32.9,2.2,3,2,13.38
22,,71.0,1.62,199,138,68,0.91,691.0,HIIT,21.2,3.5,2,1,27.05
23,Female,60.9,1.62,193,168,69,1.59,1336.0,Cardio,16.8,2.7,5,3,23.21
43,Female,64.7,1.66,191,132,69,,1117.0,Yoga,19.8,2.7,4,3,23.48
21,Female,51.0,1.71,174,132,73,1.07,706.0,HIIT,34.2,2.2,3,2,17.44
36,Female,57.7,1.77,176,147,63,1.65,1213.0,Strength,19.4,2.7,4,3,18.42
37,,76.9,,192,121,50,1.49,992.0,Strength,24.5,2.8,4,2,23.22
50,,80.5,1.77,175,129,59,,1181.0,Yoga,14.3,3.5,4,3,25.7
37,Female,73.3,1.74,188,141,65,1.03,726.0,Cardio,25.5,2.4,3,2,24.21
29,Female,49.0,1.57,168,132,53,1.33,878.0,Yoga,26.5,2.6,3,2,19.88
18,,114.5,1.97,192,128,60,1.03,725.0,Cardio,24.1,2.6,3,1,29.5
43,,81.0,1.78,188,152,65,1.58,1189.0,Yoga,12.4,3.5,5,3,25.56
31,Female,53.5,1.76,172,133,69,1.22,811.0,Strength,27.6,1.8,4,2,17.27
55,,52.1,1.68,180,167,50,0.77,637.0,Yoga,23.6,3.0,3,1,18.46
54,Female,70.1,1.52,180,139,65,0.76,475.0,HIIT,26.6,2.1,2,1,30.34
28,,86.9,1.78,164,134,68,1.29,951.0,HIIT,24.9,3.7,4,2,27.43
53,,73.4,1.76,169,151,70,1.09,815.0,Yoga,27.9,2.8,3,2,23.7
30,,90.0,1.66,165,152,71,1.32,1104.0,Cardio,26.6,2.1,4,2,32.66
